,timestamp,open,high,low,close,volume,symbol,OHLC4,VW_OHLC4,sum_19day,avg_20day
19,2023-10-09T00:00:00+05:30,4122.1,4122.1,4060.0,4099.7,122211,ABB,4100.98,50.12,2222.31,111.12
20,2023-10-10T00:00:00+05:30,4119.9,4205.85,4088.05,4192.7,244817,ABB,4151.62,101.64,2011.79,100.59
21,2023-09-08T00:00:00+05:30,23029.95,23154.0,22800.05,23002.3,8725,ABBOTINDIA,22996.58,20.06,,
22,2023-09-11T00:00:00+05:30,23050.0,23135.55,22851.1,23029.05,8108,ABBOTINDIA,23016.42,18.66,,
23,2023-09-12T00:00:00+05:30,23029.0,23250.0,22746.3,22842.6,18817,ABBOTINDIA,22966.98,43.22,,
24,2023-09-13T00:00:00+05:30,22997.0,23050.0,22555.0,23017.0,15208,ABBOTINDIA,22904.75,34.83,,
25,2023-09-14T00:00:00+05:30,23141.35,23186.3,22860.05,23000.0,16366,ABBOTINDIA,23046.92,37.72,,
26,2023-09-15T00:00:00+05:30,22910.6,23645.95,22901.0,23290.0,22279,ABBOTINDIA,23186.89,51.66,,
27,2023-09-18T00:00:00+05:30,23351.15,23504.0,23116.05,23299.7,18594,ABBOTINDIA,23317.72,43.36,,
28,2023-09-20T00:00:00+05:30,23299.95,23365.05,23137.4,23191.5,4759,ABBOTINDIA,23248.48,11.06,,
29,2023-09-21T00:00:00+05:30,23101.0,23188.65,22800.0,22838.35,4203,ABBOTINDIA,22982.0,9.66,,
30,2023-09-22T00:00:00+05:30,22838.35,22938.0,22359.0,22500.05,9333,ABBOTINDIA,22658.85,21.15,,
31,2023-09-25T00:00:00+05:30,22594.95,22735.95,22338.05,22605.2,4373,ABBOTINDIA,22568.54,9.87,,
32,2023-09-26T00:00:00+05:30,22740.0,23015.45,22522.0,22710.8,11513,ABBOTINDIA,22747.06,26.19,,
33,2023-09-27T00:00:00+05:30,22710.8,22803.35,22379.7,22603.15,9786,ABBOTINDIA,22624.25,22.14,,
34,2023-09-28T00:00:00+05:30,22843.0,22843.0,22000.0,22370.65,17582,ABBOTINDIA,22514.16,39.58,,
35,2023-09-29T00:00:00+05:30,22470.0,23245.0,22201.75,23179.45,18207,ABBOTINDIA,22774.05,41.46,,
36,2023-10-03T00:00:00+05:30,23244.95,23300.0,22732.0,23027.5,13820,ABBOTINDIA,23076.11,31.89,,
37,2023-10-04T00:00:00+05:30,23100.0,23200.0,22716.0,22830.0,4764,ABBOTINDIA,22961.5,10.94,,
38,2023-10-05T00:00:00+05:30,22948.0,22999.9,22750.05,22909.0,3094,ABBOTINDIA,22901.74,7.09,,
39,2023-10-06T00:00:00+05:30,22899.0,23118.0,22829.95,23040.0,5532,ABBOTINDIA,22971.74,12.71,493.25,24.66
40,2023-10-09T00:00:00+05:30,22970.0,23111.7,22800.0,22962.55,9485,ABBOTINDIA,22961.06,21.78,494.96999999999997,24.75
41,2023-10-10T00:00:00+05:30,22989.95,22989.95,22700.0,22780.5,6996,ABBOTINDIA,22865.1,16.0,492.30999999999995,24.62
42,2023-09-08T00:00:00+05:30,188.25,188.85,186.5,186.9,2613359,ABCAPITAL,187.62,49.03,,
43,2023-09-11T00:00:00+05:30,187.95,191.5,187.0,190.5,4033933,ABCAPITAL,189.24,76.34,,
44,2023-09-12T00:00:00+05:30,191.85,192.0,180.3,180.8,3959259,ABCAPITAL,186.24,73.74,,
45,2023-09-13T00:00:00+05:30,180.8,182.8,177.2,181.55,4065981,ABCAPITAL,180.59,73.43,,
46,2023-09-14T00:00:00+05:30,182.5,183.75,180.05,181.9,3454657,ABCAPITAL,182.05,62.89,,
47,2023-09-15T00:00:00+05:30,182.2,185.45,182.0,184.55,4753361,ABCAPITAL,183.55,87.25,,
48,2023-09-18T00:00:00+05:30,185.4,186.35,182.5,182.95,3600058,ABCAPITAL,184.3,66.35,,
49,2023-09-20T00:00:00+05:30,182.5,183.8,179.5,180.15,2871977,ABCAPITAL,181.49,52.12,,
50,2023-09-21T00:00:00+05:30,180.0,180.65,175.05,175.8,2851492,ABCAPITAL,177.88,50.72,,
51,2023-09-22T00:00:00+05:30,175.8,179.0,174.65,175.05,4730024,ABCAPITAL,176.12,83.31,,
52,2023-09-25T00:00:00+05:30,175.45,177.15,173.45,176.55,2407659,ABCAPITAL,175.65,42.29,,
53,2023-09-26T00:00:00+05:30,174.25,178.5,174.05,174.55,2666044,ABCAPITAL,175.34,46.75,,
54,2023-09-27T00:00:00+05:30,180.6,181.3,177.05,180.5,8574895,ABCAPITAL,179.86,154.23,,
55,2023-09-28T00:00:00+05:30,180.5,180.55,175.2,175.95,2640636,ABCAPITAL,178.05,47.02,,
56,2023-09-29T00:00:00+05:30,176.85,181.4,176.85,179.95,3327190,ABCAPITAL,178.76,59.48,,
57,2023-10-03T00:00:00+05:30,179.25,181.5,178.3,180.7,2422083,ABCAPITAL,179.94,43.58,,
58,2023-10-04T00:00:00+05:30,180.0,180.0,174.15,175.5,2825454,ABCAPITAL,177.41,50.13,,
59,2023-10-05T00:00:00+05:30,176.4,177.85,175.0,175.75,1279896,ABCAPITAL,176.25,22.56,,
60,2023-10-06T00:00:00+05:30,175.9,182.15,175.75,181.5,3983093,ABCAPITAL,178.82,71.23,1212.45,60.62
61,2023-10-09T00:00:00+05:30,180.0,180.35,174.6,175.1,2333676,ABCAPITAL,177.51,41.43,1204.85,60.24
62,2023-10-10T00:00:00+05:30,176.95,178.25,176.2,177.6,1564302,ABCAPITAL,177.25,27.73,1156.2399999999998,57.81
63,2023-09-08T00:00:00+05:30,231.9,232.65,229.0,229.35,2253393,ABFRL,230.72,51.99,,
64,2023-09-11T00:00:00+05:30,230.85,234.65,230.0,233.3,5306492,ABFRL,232.2,123.22,,
65,2023-09-12T00:00:00+05:30,234.9,234.9,221.65,223.1,4320098,ABFRL,228.64,98.77,,
66,2023-09-13T00:00:00+05:30,224.35,226.25,218.75,223.25,3495427,ABFRL,223.15,78.0,,
67,2023-09-14T00:00:00+05:30,225.25,227.95,224.3,227.25,1998326,ABFRL,226.19,45.2,,
68,2023-09-15T00:00:00+05:30,228.0,229.25,224.75,225.3,1263942,ABFRL,226.82,28.67,,
69,2023-09-18T00:00:00+05:30,226.95,229.3,223.7,225.5,1951447,ABFRL,226.36,44.17,,
70,2023-09-20T00:00:00+05:30,223.5,225.05,221.55,222.3,1467516,ABFRL,223.1,32.74,,
71,2023-09-21T00:00:00+05:30,222.3,223.55,215.6,216.4,1960464,ABFRL,219.46,43.02,,
72,2023-09-22T00:00:00+05:30,216.5,223.5,214.05,214.55,1757384,ABFRL,217.15,38.16,,
73,2023-09-25T00:00:00+05:30,216.0,219.25,214.4,216.35,1427474,ABFRL,216.5,30.9,,
74,2023-09-26T00:00:00+05:30,216.75,218.55,214.0,214.9,1438144,ABFRL,216.05,31.07,,
75,2023-09-27T00:00:00+05:30,216.4,217.2,214.9,215.6,2132690,ABFRL,216.02,46.07,,
76,2023-09-28T00:00:00+05:30,216.5,216.8,210.4,211.05,1917827,ABFRL,213.69,40.98,,
77,2023-09-29T00:00:00+05:30,211.55,217.45,211.55,214.25,1799373,ABFRL,213.7,38.45,,
78,2023-10-03T00:00:00+05:30,214.4,216.75,211.55,215.95,1889920,ABFRL,214.66,40.57,,
79,2023-10-04T00:00:00+05:30,214.45,215.0,211.2,214.25,2717603,ABFRL,213.72,58.08,,
80,2023-10-05T00:00:00+05:30,215.0,220.6,214.5,219.1,2920099,ABFRL,217.3,63.45,,
81,2023-10-06T00:00:00+05:30,221.0,221.65,218.1,219.0,1073409,ABFRL,219.94,23.61,957.12,47.86
82,2023-10-09T00:00:00+05:30,215.2,216.75,213.05,214.95,1209789,ABFRL,214.99,26.01,931.14,46.56
83,2023-10-10T00:00:00+05:30,216.5,220.2,215.7,219.8,1528652,ABFRL,218.05,33.33,841.25,42.06
84,2023-09-08T00:00:00+05:30,2051.0,2057.0,2016.0,2024.25,655333,ACC,2037.06,133.5,,
85,2023-09-11T00:00:00+05:30,2024.25,2068.55,2012.0,2051.05,666836,ACC,2038.96,135.97,,
86,2023-09-12T00:00:00+05:30,2064.75,2072.9,2002.95,2010.95,969463,ACC,2037.89,197.57,,
87,2023-09-13T00:00:00+05:30,2017.95,2066.75,2004.55,2063.05,500782,ACC,2038.08,102.06,,
88,2023-09-14T00:00:00+05:30,2070.0,2082.1,2032.4,2038.3,388273,ACC,2055.7,79.82,,
89,2023-09-15T00:00:00+05:30,2050.3,2054.3,2021.0,2026.85,247463,ACC,2038.11,50.44,,
90,2023-09-18T00:00:00+05:30,2031.3,2038.0,2002.0,2006.7,231014,ACC,2019.5,46.65,,
91,2023-09-20T00:00:00+05:30,2006.0,2006.7,1968.0,1979.8,254921,ACC,1990.12,50.73,,
92,2023-09-21T00:00:00+05:30,1975.0,2002.15,1965.25,1993.8,356618,ACC,1984.05,70.75,,
93,2023-09-22T00:00:00+05:30,1999.0,2001.55,1967.65,1978.5,238415,ACC,1986.68,47.37,,
94,2023-09-25T00:00:00+05:30,1971.0,2006.0,1967.4,2000.1,281333,ACC,1986.12,55.88,,
95,2023-09-26T00:00:00+05:30,2000.8,2026.7,1995.0,2015.05,369560,ACC,2009.39,74.26,,
96,2023-09-27T00:00:00+05:30,2016.2,2025.25,2006.8,2019.75,218437,ACC,2017.0,44.06,,
97,2023-09-28T00:00:00+05:30,2019.75,2031.5,1982.75,1996.35,1420559,ACC,2007.59,285.19,,
98,2023-09-29T00:00:00+05:30,2010.0,2024.0,2002.15,2012.25,168496,ACC,2012.1,33.9,,
99,2023-10-03T00:00:00+05:30,2015.95,2039.85,2008.85,2034.9,248293,ACC,2024.89,50.28,,
100,2023-10-04T00:00:00+05:30,2030.0,2035.2,1985.65,2006.65,554620,ACC,2014.38,111.72,,
101,2023-10-05T00:00:00+05:30,2007.0,2025.45,1993.2,1997.25,180497,ACC,2005.72,36.2,,
102,2023-10-06T00:00:00+05:30,1997.25,2021.7,1997.25,2009.95,153026,ACC,2006.54,30.71,1637.06,81.85
103,2023-10-09T00:00:00+05:30,2000.05,2001.0,1955.5,1964.95,830635,ACC,1980.38,164.5,1668.06,83.4
104,2023-10-10T00:00:00+05:30,1966.95,1994.45,1966.95,1986.25,123625,ACC,1978.65,24.46,1556.55,77.83
105,2023-09-08T00:00:00+05:30,2513.8,2538.6,2506.1,2519.3,5640973,ADANIENT,2519.45,1421.21,,
106,2023-09-11T00:00:00+05:30,2565.0,2630.25,2546.0,2614.95,9148241,ADANIENT,2589.05,2368.53,,
107,2023-09-12T00:00:00+05:30,2622.45,2626.6,2530.0,2535.7,5658774,ADANIENT,2578.69,1459.22,,
108,2023-09-13T00:00:00+05:30,2545.7,2566.95,2496.0,2518.9,1780068,ADANIENT,2531.89,450.69,,
109,2023-09-14T00:00:00+05:30,2541.85,2545.0,2506.05,2519.8,1218481,ADANIENT,2528.18,308.05,,
110,2023-09-15T00:00:00+05:30,2519.8,2558.0,2514.2,2540.05,1547001,ADANIENT,2533.01,391.86,,
111,2023-09-18T00:00:00+05:30,2552.0,2555.0,2491.0,2502.45,861677,ADANIENT,2525.11,217.58,,
112,2023-09-20T00:00:00+05:30,2502.4,2533.65,2458.9,2470.3,1203019,ADANIENT,2491.31,299.71,,
113,2023-09-21T00:00:00+05:30,2479.8,2503.8,2461.0,2479.25,1279908,ADANIENT,2480.96,317.54,,
114,2023-09-22T00:00:00+05:30,2489.95,2498.0,2460.0,2464.9,865589,ADANIENT,2478.21,214.51,,
115,2023-09-25T00:00:00+05:30,2479.95,2489.0,2424.0,2482.1,1216898,ADANIENT,2468.76,300.42,,
116,2023-09-26T00:00:00+05:30,2491.0,2499.0,2452.6,2457.95,698863,ADANIENT,2475.14,172.98,,
117,2023-09-27T00:00:00+05:30,2460.0,2498.0,2445.1,2483.3,1077373,ADANIENT,2471.6,266.28,,
118,2023-09-28T00:00:00+05:30,2489.95,2511.0,2446.7,2475.25,2225560,ADANIENT,2480.72,552.1,,
119,2023-09-29T00:00:00+05:30,2462.05,2479.55,2405.05,2413.9,1689201,ADANIENT,2440.14,412.19,,
120,2023-10-03T00:00:00+05:30,2418.0,2424.9,2372.0,2387.25,2019899,ADANIENT,2400.54,484.88,,
121,2023-10-04T00:00:00+05:30,2402.2,2502.75,2392.25,2464.95,2857377,ADANIENT,2440.54,697.35,,
122,2023-10-05T00:00:00+05:30,2477.95,2486.5,2446.4,2466.35,1132455,ADANIENT,2469.3,279.64,,
123,2023-10-06T00:00:00+05:30,2466.35,2514.95,2466.05,2478.1,1510035,ADANIENT,2481.36,374.69,10989.43,549.47
124,2023-10-09T00:00:00+05:30,2440.0,2459.7,2411.3,2442.6,1408224,ADANIENT,2438.4,343.38,9911.6,495.58
125,2023-10-10T00:00:00+05:30,2443.0,2517.95,2443.0,2498.3,1771910,ADANIENT,2475.56,438.65,7981.72,399.09
126,2023-09-08T00:00:00+05:30,1002.65,1012.35,998.0,1001.2,5254899,ADANIGREEN,1003.55,527.36,,
127,2023-09-11T00:00:00+05:30,1017.95,1025.85,1002.8,1014.65,7208880,ADANIGREEN,1015.31,731.92,,
128,2023-09-12T00:00:00+05:30,1021.95,1026.95,985.0,1004.8,7833978,ADANIGREEN,1009.68,790.98,,
129,2023-09-13T00:00:00+05:30,1002.75,1002.9,967.0,985.8,962195,ADANIGREEN,989.61,95.22,,
130,2023-09-14T00:00:00+05:30,990.95,999.95,982.0,983.8,466895,ADANIGREEN,989.18,46.18,,
131,2023-09-15T00:00:00+05:30,990.0,1012.0,983.8,1006.45,1393292,ADANIGREEN,998.06,139.06,,
132,2023-09-18T00:00:00+05:30,1015.0,1029.95,1001.0,1004.95,5210864,ADANIGREEN,1012.72,527.71,,
133,2023-09-20T00:00:00+05:30,1004.95,1025.25,988.15,1008.95,7657175,ADANIGREEN,1006.82,770.94,,
134,2023-09-21T00:00:00+05:30,1017.45,1026.0,1007.9,1023.45,8252497,ADANIGREEN,1018.7,840.68,,
135,2023-09-22T00:00:00+05:30,1025.0,1025.45,999.0,1018.8,6840537,ADANIGREEN,1017.06,695.72,,
136,2023-09-25T00:00:00+05:30,1021.95,1021.95,1002.4,1013.8,4649263,ADANIGREEN,1015.03,471.91,,
137,2023-09-26T00:00:00+05:30,1016.6,1016.6,999.0,1012.3,5535950,ADANIGREEN,1011.12,559.75,,
138,2023-09-27T00:00:00+05:30,1000.0,1020.0,998.0,1018.75,5379612,ADANIGREEN,1009.19,542.91,,
139,2023-09-28T00:00:00+05:30,1020.0,1021.25,1001.0,1012.45,3914462,ADANIGREEN,1013.68,396.8,,
140,2023-09-29T00:00:00+05:30,1005.05,1011.95,984.0,987.15,895626,ADANIGREEN,997.04,89.3,,
141,2023-10-03T00:00:00+05:30,995.1,997.95,970.0,973.95,500850,ADANIGREEN,984.25,49.3,,
142,2023-10-04T00:00:00+05:30,975.05,997.4,965.25,971.9,755636,ADANIGREEN,977.4,73.86,,
143,2023-10-05T00:00:00+05:30,978.95,982.1,955.0,959.65,451208,ADANIGREEN,968.92,43.72,,
144,2023-10-06T00:00:00+05:30,965.0,968.95,958.55,961.25,359021,ADANIGREEN,963.44,34.59,7427.91,371.4
145,2023-10-09T00:00:00+05:30,955.0,955.0,935.65,938.95,574852,ADANIGREEN,946.15,54.39,6954.9400000000005,347.75
146,2023-10-10T00:00:00+05:30,941.05,949.0,938.0,939.75,356178,ADANIGREEN,941.95,33.55,6256.570000000001,312.83
147,2023-09-08T00:00:00+05:30,810.9,828.8,810.15,825.0,11683222,ADANIPORTS,818.71,956.52,,
148,2023-09-11T00:00:00+05:30,840.0,887.2,835.0,882.45,20638175,ADANIPORTS,861.16,1777.28,,
149,2023-09-12T00:00:00+05:30,889.5,889.5,853.05,858.75,8036897,ADANIPORTS,872.7,701.38,,
150,2023-09-13T00:00:00+05:30,859.0,867.2,843.15,849.7,7180448,ADANIPORTS,854.76,613.76,,
151,2023-09-14T00:00:00+05:30,854.05,857.85,841.0,849.8,6234825,ADANIPORTS,850.68,530.38,,
152,2023-09-15T00:00:00+05:30,846.0,854.6,841.5,845.65,4013431,ADANIPORTS,846.94,339.91,,
153,2023-09-18T00:00:00+05:30,848.05,848.05,828.15,831.25,2801202,ADANIPORTS,838.88,234.99,,
154,2023-09-20T00:00:00+05:30,832.0,837.6,815.0,818.05,3016411,ADANIPORTS,825.66,249.05,,
155,2023-09-21T00:00:00+05:30,821.15,842.4,820.0,831.1,6437320,ADANIPORTS,828.66,533.43,,
156,2023-09-22T00:00:00+05:30,833.9,838.7,822.1,827.05,3156509,ADANIPORTS,830.44,262.13,,
157,2023-09-25T00:00:00+05:30,828.7,831.7,818.95,825.65,2395763,ADANIPORTS,826.25,197.95,,
158,2023-09-26T00:00:00+05:30,826.1,831.0,819.0,821.35,1569635,ADANIPORTS,824.36,129.39,,
159,2023-09-27T00:00:00+05:30,825.8,833.0,821.5,830.7,2463842,ADANIPORTS,827.75,203.94,,
160,2023-09-28T00:00:00+05:30,833.25,841.35,819.15,823.1,5057959,ADANIPORTS,829.21,419.41,,
161,2023-09-29T00:00:00+05:30,826.5,832.5,822.3,825.15,1468496,ADANIPORTS,826.61,121.39,,
162,2023-10-03T00:00:00+05:30,826.0,836.75,824.25,831.4,2453090,ADANIPORTS,829.6,203.51,,
163,2023-10-04T00:00:00+05:30,830.95,845.45,819.35,824.6,4096647,ADANIPORTS,830.09,340.06,,
164,2023-10-05T00:00:00+05:30,830.85,832.0,820.25,825.2,2083505,ADANIPORTS,827.08,172.32,,
165,2023-10-06T00:00:00+05:30,830.0,836.5,826.4,830.75,1877058,ADANIPORTS,830.91,155.97,8142.7699999999995,407.14
166,2023-10-09T00:00:00+05:30,815.0,818.8,785.0,790.05,5994282,ADANIPORTS,802.21,480.87,7667.120000000001,383.36
167,2023-10-10T00:00:00+05:30,800.55,823.7,800.55,819.5,7591327,ADANIPORTS,811.08,615.72,6505.5599999999995,325.28
168,2023-09-08T00:00:00+05:30,360.0,372.4,357.0,369.15,26073229,ADANIPOWER,364.64,950.73,,
169,2023-09-11T00:00:00+05:30,373.0,403.2,372.95,398.4,44839639,ADANIPOWER,386.89,1734.8,,
170,2023-09-12T00:00:00+05:30,406.0,409.7,373.4,386.3,33894520,ADANIPOWER,393.85,1334.94,,
171,2023-09-13T00:00:00+05:30,385.75,392.0,366.8,377.1,14536761,ADANIPOWER,380.41,552.99,,
172,2023-09-14T00:00:00+05:30,380.0,383.8,375.1,377.15,6898172,ADANIPOWER,379.01,261.45,,
173,2023-09-15T00:00:00+05:30,378.5,384.0,377.2,379.4,18213490,ADANIPOWER,379.78,691.71,,
174,2023-09-18T00:00:00+05:30,381.0,382.85,372.45,375.0,20351913,ADANIPOWER,377.82,768.94,,
175,2023-09-20T00:00:00+05:30,371.15,373.8,366.05,368.4,17656850,ADANIPOWER,369.85,653.04,,
176,2023-09-21T00:00:00+05:30,367.0,385.0,364.4,382.45,24721306,ADANIPOWER,374.71,926.33,,
177,2023-09-22T00:00:00+05:30,385.3,389.25,380.0,383.9,12000168,ADANIPOWER,384.61,461.54,,
178,2023-09-25T00:00:00+05:30,383.9,385.55,378.2,381.15,17125016,ADANIPOWER,382.2,654.52,,
179,2023-09-26T00:00:00+05:30,380.05,382.8,375.1,377.5,17002538,ADANIPOWER,378.86,644.16,,
180,2023-09-27T00:00:00+05:30,379.0,379.0,373.25,375.35,16473986,ADANIPOWER,376.65,620.49,,
181,2023-09-28T00:00:00+05:30,376.8,379.85,372.45,375.4,19409168,ADANIPOWER,376.12,730.02,,
182,2023-09-29T00:00:00+05:30,375.4,379.0,373.1,377.45,17989437,ADANIPOWER,376.24,676.83,,
183,2023-10-03T00:00:00+05:30,376.9,376.9,363.2,366.7,3312991,ADANIPOWER,370.92,122.89,,
184,2023-10-04T00:00:00+05:30,367.3,377.5,363.2,372.05,7760046,ADANIPOWER,370.01,287.13,,
185,2023-10-05T00:00:00+05:30,373.4,376.0,364.1,365.85,2382554,ADANIPOWER,369.84,88.12,,
186,2023-10-06T00:00:00+05:30,366.4,371.0,363.0,364.3,2349309,ADANIPOWER,366.18,86.03,12246.66,612.33
187,2023-10-09T00:00:00+05:30,352.3,355.0,339.0,342.0,7353001,ADANIPOWER,347.08,255.21,11551.140000000001,577.56
188,2023-10-10T00:00:00+05:30,343.4,352.8,343.3,349.65,3720710,ADANIPOWER,347.29,129.22,9945.56,497.28
189,2023-09-08T00:00:00+05:30,843.8,846.0,831.0,833.0,937304,ADANITRANS,838.45,78.59,,
190,2023-09-11T00:00:00+05:30,843.4,877.0,838.0,874.9,6691473,ADANITRANS,858.32,574.34,,
191,2023-09-12T00:00:00+05:30,880.0,888.75,834.2,852.3,5946118,ADANITRANS,863.81,513.63,,
192,2023-09-13T00:00:00+05:30,852.3,854.9,832.0,836.9,703403,ADANITRANS,844.02,59.37,,
193,2023-09-14T00:00:00+05:30,840.9,855.1,835.0,851.75,4528205,ADANITRANS,845.69,382.95,,
194,2023-09-15T00:00:00+05:30,853.2,859.9,839.05,846.1,7152425,ADANITRANS,849.56,607.64,,
195,2023-09-18T00:00:00+05:30,873.85,873.85,846.2,855.1,6408916,ADANITRANS,862.25,552.61,,
196,2023-09-20T00:00:00+05:30,859.0,860.0,843.95,855.2,4608210,ADANITRANS,854.54,393.79,,
197,2023-09-21T00:00:00+05:30,853.5,857.0,844.65,847.35,771656,ADANITRANS,850.62,65.64,,
198,2023-09-22T00:00:00+05:30,855.0,858.0,835.0,839.1,543417,ADANITRANS,846.78,46.02,,
199,2023-09-25T00:00:00+05:30,838.0,844.0,827.6,830.4,404295,ADANITRANS,835.0,33.76,,
200,2023-09-26T00:00:00+05:30,825.0,837.25,811.65,817.85,584558,ADANITRANS,822.94,48.11,,
201,2023-09-27T00:00:00+05:30,822.6,822.75,812.55,816.2,443309,ADANITRANS,818.52,36.29,,
202,2023-09-28T00:00:00+05:30,817.0,839.65,816.4,830.5,861650,ADANITRANS,825.89,71.16,,
203,2023-09-29T00:00:00+05:30,825.05,825.9,807.2,810.25,1106739,ADANITRANS,817.1,90.43,,
204,2023-10-03T00:00:00+05:30,815.9,816.8,806.7,807.75,506021,ADANITRANS,811.79,41.08,,
205,2023-10-04T00:00:00+05:30,807.7,826.95,801.05,808.1,711980,ADANITRANS,810.95,57.74,,
206,2023-10-05T00:00:00+05:30,812.5,815.5,805.3,807.7,252701,ADANITRANS,810.25,20.48,,
207,2023-10-06T00:00:00+05:30,810.35,815.9,804.5,806.0,265517,ADANITRANS,809.19,21.49,3695.12,184.76
208,2023-10-09T00:00:00+05:30,806.0,806.0,772.4,778.9,559255,ADANITRANS,790.82,44.23,3660.7599999999998,183.04
209,2023-10-10T00:00:00+05:30,778.0,790.3,777.15,786.0,360806,ADANITRANS,782.86,28.25,3114.67,155.73
210,2023-09-08T00:00:00+05:30,3655.0,3656.95,3612.45,3621.25,119771,ALKEM,3636.41,43.55,,
211,2023-09-11T00:00:00+05:30,3635.0,3674.05,3621.25,3630.0,165271,ALKEM,3640.08,60.16,,
212,2023-09-12T00:00:00+05:30,3655.0,3674.7,3622.1,3635.35,224129,ALKEM,3646.79,81.74,,
213,2023-09-13T00:00:00+05:30,3635.9,3750.0,3635.9,3744.75,287827,ALKEM,3691.64,106.26,,
214,2023-09-14T00:00:00+05:30,3753.2,3770.95,3671.05,3709.45,244362,ALKEM,3726.16,91.05,,
215,2023-09-15T00:00:00+05:30,3700.0,3748.0,3664.0,3675.95,168718,ALKEM,3696.99,62.37,,
216,2023-09-18T00:00:00+05:30,3690.95,3709.85,3635.8,3659.9,119029,ALKEM,3674.12,43.73,,
217,2023-09-20T00:00:00+05:30,3659.85,3694.0,3616.95,3685.25,62007,ALKEM,3664.01,22.72,,
218,2023-09-21T00:00:00+05:30,3690.0,3690.0,3645.0,3651.85,146526,ALKEM,3669.21,53.76,,
219,2023-09-22T00:00:00+05:30,3651.15,3662.15,3541.05,3550.65,267533,ALKEM,3601.25,96.35,,
220,2023-09-25T00:00:00+05:30,3552.6,3575.65,3512.05,3555.95,49899,ALKEM,3549.06,17.71,,
221,2023-09-26T00:00:00+05:30,3555.0,3564.9,3523.05,3530.4,49301,ALKEM,3543.34,17.47,,
222,2023-09-27T00:00:00+05:30,3523.6,3567.1,3521.2,3559.45,101011,ALKEM,3542.84,35.79,,
223,2023-09-28T00:00:00+05:30,3559.0,3562.9,3514.05,3524.8,156118,ALKEM,3540.19,55.27,,
224,2023-09-29T00:00:00+05:30,3524.8,3626.3,3522.0,3605.9,100498,ALKEM,3569.75,35.88,,
225,2023-10-03T00:00:00+05:30,3629.95,3649.0,3566.9,3573.55,97703,ALKEM,3604.85,35.22,,
226,2023-10-04T00:00:00+05:30,3580.0,3596.05,3452.4,3483.3,152449,ALKEM,3527.94,53.78,,
227,2023-10-05T00:00:00+05:30,3494.25,3516.9,3447.0,3457.5,104226,ALKEM,3478.91,36.26,,
228,2023-10-06T00:00:00+05:30,3457.5,3535.0,3457.5,3520.0,259891,ALKEM,3492.5,90.77,1039.84,51.99
229,2023-10-09T00:00:00+05:30,3502.5,3558.65,3490.05,3551.55,82563,ALKEM,3525.69,29.11,1025.4,51.27
230,2023-10-10T00:00:00+05:30,3570.0,3592.0,3530.05,3585.75,130100,ALKEM,3569.45,46.44,1011.68,50.58
231,2023-09-08T00:00:00+05:30,440.05,441.2,436.9,439.2,1913450,AMBUJACEM,439.34,84.07,,
232,2023-09-11T00:00:00+05:30,439.25,453.4,439.25,450.9,5287778,AMBUJACEM,445.7,235.68,,
